,price,address,beds,reception,bathrooms,contact_number
65,"£300,000","Hill Avenue, Wickford SS11",2,2,1,
66,"£585,000","31 Castledon Road, Wickford SS12",4,3,2,
67,"£152,500","Barbour Green, Wickford, Essex SS12",2,1,1,
68,"£230,000","Barbour Green, Wickford, Essex SS12",2,1,1,
69,"£325,000","Roxwell Crescent, Wickford SS12",2,1,2,
70,"£500,000","Viking Way, Runwell, Wickford SS11",4,3,2,
71,"£375,000","Viking Way, Runwell SS11",4,3,3,
72,"£290,000","Berens Close, Wickford, Essex SS11",3,1,1,
73,"£192,000","Berens Close, Wickford, Essex SS11",3,1,1,
74,"£500,000","Brooklands, Wickford SS12",4,2,1,
75,"£205,000","Swan Lane, Wickford SS11",2,1,1,
76,"£300,000","Macgregor Drive, Wickford, Essex SS12",2,1,1,
77,"£198,500","Macgregor Drive, Wickford, Essex SS12",2,1,1,
78,"£400,000","Rectory Grove, Wickford SS11",3,,2,
79,"£250,000","The Wave, Wickford SS12",2,1,1,
80,"£380,000","Cranfield Park Road, Wickford, Essex SS12",3,,,
81,"£270,000","Maitland Road, Wickford SS12",2,1,1,
82,"£400,000","Tudor Way, Wickford SS12",4,,2,
83,"£350,000","Swan Lane, Runwell, Wickford SS11",3,1,1,
84,"£425,000","Wallace Drive, Wickford SS12",3,,2,
85,"£400,000","Tudor Way, Wickford SS12",4,2,1,
86,"£535,000","The Chase, Wickford SS12",5,3,2,
87,"£290,000","Stanmore Road, Wickford SS11",2,2,1,
88,"£190,000","Station Avenue, Wickford SS11",1,,1,
89,"£465,000","Beauchamps Drive, Wickford SS11",4,2,3,
90,"£85,750","Church End Lane, Runwell, Wickford, Essex SS11",1,1,1,
91,"£130,000","Church End Lane, Runwell, Wickford, Essex SS11",1,1,1,
92,"£290,000","Carlyle Gardens, Wickford SS12",2,1,1,
93,"£275,000","Thackeray Row, Wickford SS12",3,,,
94,"£400,000","Sandown Road, Wickford SS11",4,,1,
95,"£400,000","Robertson Drive, Wickford, Essex SS12",3,2,1,
96,"£185,000","Fletcher Drive, Wickford, Essex SS12",2,1,1,
97,"£171,500","Bruce Grove, Wickford, Essex SS11",3,1,1,
98,"£280,000","Fletcher Drive, Wickford, Essex SS12",2,1,1,
99,"£260,000","Bruce Grove, Wickford, Essex SS11",3,1,1,
100,"£315,000","Mersea Crescent, Wickford SS12",2,1,1,
101,"£285,000","Arran Court, Wickford SS12",2,1,1,
102,"£360,000","Crawford Chase, Wickford SS12",3,2,2,
103,"£699,995","Fieldway, Wickford SS12",3,2,1,
104,"£315,000","Sinclair Walk, Wickford SS12",2,,1,
105,"£425,000","Lilac Avenue, Wickford SS12",2,2,1,
106,"£325,000","Roding Way, Wickford SS12",3,1,2,
107,"£550,000","Louvaine Avenue, Wickford SS12",3,,1,
108,"£335,000","Fourth Avenue, Wickford SS11",2,1,2,
109,"£725,000","Church End Lane, Runwell, Wickford SS11",5,3,3,
110,"£575,000","Saxon Close, Runwell, Wickford SS11",4,3,2,
111,"£235,000","Bridge House Close, Wickford SS12",2,1,1,
112,"£320,000","Thorpe Close, Wickford SS12",2,1,1,
113,"£220,000","Wickford, Essex, . SS11",2,,2,
114,"£275,000","Haslemere Road, Wickford SS11",2,,1,
115,"£400,000","Victoria Crescent, Wickford SS12",3,2,2,
116,"£395,000","Charlotte Avenue, Wickford SS12",3,,1,
117,"£385,000","Woodberry Road, Wickford SS11",3,,,
118,"£600,000","Roxwell Crescent, Wickford SS12",4,3,3,
119,"£450,000","Rochford Close, Wickford SS11",4,2,3,
120,"£400,000","Saxon Close, Runwell, Wickford SS11",4,,,
121,"£205,000","Southend Road, Wickford, Essex SS11",2,,,
122,"£271,000","Ozonia Way, Wickford, Essex SS12",4,2,1,
123,"£410,000","Ozonia Way, Wickford, Essex SS12",4,2,1,
124,"£280,000","Fletcher Drive, Wickford SS12",2,2,1,
125,"£375,000","Laurel Avenue, Wickford SS12",3,2,1,
126,"£530,000","London Road, Wickford SS12",4,,,
127,"£234,000","Lower Southend Road, Wickford SS11",3,1,1,
128,"£240,000","Doeshill Drive, Wickford SS12",1,,1,
129,"£285,000","Ogilvie Court, Wickford SS12",2,1,1,
130,"£550,000","Southend Road, Wickford, Wickford, Essex SS11",6,,3,
131,"£325,000","Crouchview Close, Wickford SS11",2,,1,
132,"£220,000","Sinclair Walk, Wickford SS12",1,1,1,
133,"£325,000","Penrith Crescent, Wickford, Wickford, Essex SS11",2,,1,
134,"£400,000","Highcliffe Road, Wickford, Essex SS11",3,1,1,
135,"£295,000","Lucerne Walk, Wickford SS11",2,1,1,
136,"£349,000","David Avenue, Wickford, Essex SS11",3,,,
137,"£550,000","Fanton Chase, Shotgate, Essex SS11",4,2,2,
138,"£280,000","Highcliffe Road, Wickford, Essex SS11",3,1,1,
139,"£190,000","Golden Jubilee Way, Wickford SS12",1,1,1,
140,"£320,000","Egbert Gardens, Runwell, Wickford SS11",2,1,1,
141,"£700,000","Mount Road, Wickford SS11",4,3,1,
142,"£535,000","Louvaine Avenue, Wickford SS12",3,2,2,
143,"£475,000","Blake Hall Drive, Wickford SS11",4,2,1,
144,"£380,000","Saxon Close, Runwell SS11",4,2,2,
145,"£475,000","Camomile Drive, Wickford SS11",4,4,3,
146,"£124,500","Church End Lane, Runwell, Wickford SS11",1,1,1,
147,"£220,000","Bakers Court, Hodgson Way, Wickford, Essex SS11",2,1,1,
148,"£300,000","Kingsley Meadows, Wickford SS12",2,1,2,
149,"£400,000","Church End Lane, Runwell, Wickford SS11",4,2,2,
150,"£340,000","Terence Webster Road, Wickford SS12",3,2,2,
151,"£450,000","The Hastings, Wickford SS11",4,2,1,
152,"£280,000","Kingsley Meadows, Wickford SS12",2,1,1,
153,"£390,000","Glebe Road, Wickford SS11",3,,1,
154,"£325,000","Church End Lane, Runwell, Wickford SS11",2,,1,
155,"£500,000","Church End Lane, Runwell, Wickford SS11",4,,1,
156,"£369,500","Oak Crescent, Wickford SS11",3,,2,
157,"£400,000","Kingley Drive, Wickford SS12",4,2,1,
158,"£290,000","Shotgate, Wickford, Essex SS11",2,1,1,
159,"£315,000","Doeshill Drive, Wickford SS12",2,,,
160,"£300,000","Horkesley Way, Wickford SS12",2,1,1,
161,"£165,500","Station Avenue, Wickford, Essex SS11",2,1,1,
162,"£297,500","Ethelred Gardens, Wickford, Essex SS11",3,2,3,
163,"£250,000","Station Avenue, Wickford, Essex SS11",2,1,1,
164,"£450,000","Ethelred Gardens, Wickford, Essex SS11",3,2,3,
165,"£300,000","Hill Avenue, Wickford SS11",2,2,1,
166,"£585,000","31 Castledon Road, Wickford SS12",4,3,2,
167,"£152,500","Barbour Green, Wickford, Essex SS12",2,1,1,
168,"£230,000","Barbour Green, Wickford, Essex SS12",2,1,1,
169,"£325,000","Roxwell Crescent, Wickford SS12",2,1,2,
170,"£500,000","Viking Way, Runwell, Wickford SS11",4,3,2,
171,"£375,000","Viking Way, Runwell SS11",4,3,3,
172,"£290,000","Berens Close, Wickford, Essex SS11",3,1,1,
173,"£192,000","Berens Close, Wickford, Essex SS11",3,1,1,
174,"£500,000","Brooklands, Wickford SS12",4,2,1,
175,"£205,000","Swan Lane, Wickford SS11",2,1,1,
176,"£300,000","Macgregor Drive, Wickford, Essex SS12",2,1,1,
177,"£198,500","Macgregor Drive, Wickford, Essex SS12",2,1,1,
178,"£400,000","Rectory Grove, Wickford SS11",3,,2,
179,"£250,000","The Wave, Wickford SS12",2,1,1,
180,"£380,000","Cranfield Park Road, Wickford, Essex SS12",3,,,
181,"£270,000","Maitland Road, Wickford SS12",2,1,1,
182,"£400,000","Tudor Way, Wickford SS12",4,,2,
183,"£350,000","Swan Lane, Runwell, Wickford SS11",3,1,1,
184,"£425,000","Wallace Drive, Wickford SS12",3,,2,
185,"£400,000","Tudor Way, Wickford SS12",4,2,1,
186,"£535,000","The Chase, Wickford SS12",5,3,2,
187,"£290,000","Stanmore Road, Wickford SS11",2,2,1,
188,"£190,000","Station Avenue, Wickford SS11",1,,1,
189,"£465,000","Beauchamps Drive, Wickford SS11",4,2,3,
190,"£85,750","Church End Lane, Runwell, Wickford, Essex SS11",1,1,1,
191,"£130,000","Church End Lane, Runwell, Wickford, Essex SS11",1,1,1,
192,"£290,000","Carlyle Gardens, Wickford SS12",2,1,1,
193,"£275,000","Thackeray Row, Wickford SS12",3,,,
194,"£400,000","Sandown Road, Wickford SS11",4,,1,
195,"£400,000","Robertson Drive, Wickford, Essex SS12",3,2,1,
196,"£185,000","Fletcher Drive, Wickford, Essex SS12",2,1,1,
197,"£171,500","Bruce Grove, Wickford, Essex SS11",3,1,1,
198,"£280,000","Fletcher Drive, Wickford, Essex SS12",2,1,1,
199,"£260,000","Bruce Grove, Wickford, Essex SS11",3,1,1,
200,"£315,000","Mersea Crescent, Wickford SS12",2,1,1,
201,"£285,000","Arran Court, Wickford SS12",2,1,1,
202,"£360,000","Crawford Chase, Wickford SS12",3,2,2,
203,"£699,995","Fieldway, Wickford SS12",3,2,1,
204,"£315,000","Sinclair Walk, Wickford SS12",2,,1,
205,"£425,000","Lilac Avenue, Wickford SS12",2,2,1,
206,"£325,000","Roding Way, Wickford SS12",3,1,2,
207,"£550,000","Louvaine Avenue, Wickford SS12",3,,1,
208,"£335,000","Fourth Avenue, Wickford SS11",2,1,2,
209,"£725,000","Church End Lane, Runwell, Wickford SS11",5,3,3,
210,"£575,000","Saxon Close, Runwell, Wickford SS11",4,3,2,
211,"£235,000","Bridge House Close, Wickford SS12",2,1,1,
212,"£320,000","Thorpe Close, Wickford SS12",2,1,1,
213,"£220,000","Wickford, Essex, . SS11",2,,2,
214,"£275,000","Haslemere Road, Wickford SS11",2,,1,
215,"£400,000","Victoria Crescent, Wickford SS12",3,2,2,
216,"£395,000","Charlotte Avenue, Wickford SS12",3,,1,
217,"£385,000","Woodberry Road, Wickford SS11",3,,,
218,"£600,000","Roxwell Crescent, Wickford SS12",4,3,3,
219,"£450,000","Rochford Close, Wickford SS11",4,2,3,
220,"£400,000","Saxon Close, Runwell, Wickford SS11",4,,,
221,"£205,000","Southend Road, Wickford, Essex SS11",2,,,
222,"£271,000","Ozonia Way, Wickford, Essex SS12",4,2,1,
223,"£410,000","Ozonia Way, Wickford, Essex SS12",4,2,1,
224,"£280,000","Fletcher Drive, Wickford SS12",2,2,1,
225,"£375,000","Laurel Avenue, Wickford SS12",3,2,1,
226,"£530,000","London Road, Wickford SS12",4,,,
227,"£234,000","Lower Southend Road, Wickford SS11",3,1,1,
228,"£240,000","Doeshill Drive, Wickford SS12",1,,1,
229,"£285,000","Ogilvie Court, Wickford SS12",2,1,1,
230,"£550,000","Southend Road, Wickford, Wickford, Essex SS11",6,,3,
231,"£325,000","Crouchview Close, Wickford SS11",2,,1,
232,"£220,000","Sinclair Walk, Wickford SS12",1,1,1,
233,"£325,000","Penrith Crescent, Wickford, Wickford, Essex SS11",2,,1,
234,"£400,000","Highcliffe Road, Wickford, Essex SS11",3,1,1,
235,"£295,000","Lucerne Walk, Wickford SS11",2,1,1,
236,"£349,000","David Avenue, Wickford, Essex SS11",3,,,
237,"£550,000","Fanton Chase, Shotgate, Essex SS11",4,2,2,
238,"£280,000","Highcliffe Road, Wickford, Essex SS11",3,1,1,
239,"£190,000","Golden Jubilee Way, Wickford SS12",1,1,1,
240,"£320,000","Egbert Gardens, Runwell, Wickford SS11",2,1,1,
241,"£700,000","Mount Road, Wickford SS11",4,3,1,
242,"£535,000","Louvaine Avenue, Wickford SS12",3,2,2,
243,"£475,000","Blake Hall Drive, Wickford SS11",4,2,1,
244,"£380,000","Saxon Close, Runwell SS11",4,2,2,
245,"£475,000","Camomile Drive, Wickford SS11",4,4,3,
246,"£124,500","Church End Lane, Runwell, Wickford SS11",1,1,1,
247,"£220,000","Bakers Court, Hodgson Way, Wickford, Essex SS11",2,1,1,
248,"£300,000","Kingsley Meadows, Wickford SS12",2,1,2,
249,"£400,000","Church End Lane, Runwell, Wickford SS11",4,2,2,
250,"£340,000","Terence Webster Road, Wickford SS12",3,2,2,
251,"£450,000","The Hastings, Wickford SS11",4,2,1,
252,"£280,000","Kingsley Meadows, Wickford SS12",2,1,1,
253,"£390,000","Glebe Road, Wickford SS11",3,,1,
254,"£325,000","Church End Lane, Runwell, Wickford SS11",2,,1,
255,"£500,000","Church End Lane, Runwell, Wickford SS11",4,,1,
256,"£369,500","Oak Crescent, Wickford SS11",3,,2,
257,"£400,000","Kingley Drive, Wickford SS12",4,2,1,
258,"£290,000","Shotgate, Wickford, Essex SS11",2,1,1,
259,"£315,000","Doeshill Drive, Wickford SS12",2,,,
260,"£300,000","Horkesley Way, Wickford SS12",2,1,1,
261,"£165,500","Station Avenue, Wickford, Essex SS11",2,1,1,
262,"£297,500","Ethelred Gardens, Wickford, Essex SS11",3,2,3,
263,"£250,000","Station Avenue, Wickford, Essex SS11",2,1,1,
264,"£450,000","Ethelred Gardens, Wickford, Essex SS11",3,2,3,
265,"£300,000","Hill Avenue, Wickford SS11",2,2,1,
266,"£585,000","31 Castledon Road, Wickford SS12",4,3,2,
267,"£152,500","Barbour Green, Wickford, Essex SS12",2,1,1,
268,"£230,000","Barbour Green, Wickford, Essex SS12",2,1,1,
269,"£325,000","Roxwell Crescent, Wickford SS12",2,1,2,
270,"£500,000","Viking Way, Runwell, Wickford SS11",4,3,2,
271,"£375,000","Viking Way, Runwell SS11",4,3,3,
272,"£290,000","Berens Close, Wickford, Essex SS11",3,1,1,
273,"£192,000","Berens Close, Wickford, Essex SS11",3,1,1,
274,"£500,000","Brooklands, Wickford SS12",4,2,1,
275,"£205,000","Swan Lane, Wickford SS11",2,1,1,
276,"£300,000","Macgregor Drive, Wickford, Essex SS12",2,1,1,
277,"£198,500","Macgregor Drive, Wickford, Essex SS12",2,1,1,
278,"£400,000","Rectory Grove, Wickford SS11",3,,2,
279,"£250,000","The Wave, Wickford SS12",2,1,1,
280,"£380,000","Cranfield Park Road, Wickford, Essex SS12",3,,,
281,"£270,000","Maitland Road, Wickford SS12",2,1,1,
282,"£400,000","Tudor Way, Wickford SS12",4,,2,
283,"£350,000","Swan Lane, Runwell, Wickford SS11",3,1,1,
284,"£425,000","Wallace Drive, Wickford SS12",3,,2,
285,"£400,000","Tudor Way, Wickford SS12",4,2,1,
286,"£535,000","The Chase, Wickford SS12",5,3,2,
287,"£290,000","Stanmore Road, Wickford SS11",2,2,1,
288,"£190,000","Station Avenue, Wickford SS11",1,,1,
289,"£465,000","Beauchamps Drive, Wickford SS11",4,2,3,
290,"£85,750","Church End Lane, Runwell, Wickford, Essex SS11",1,1,1,
291,"£130,000","Church End Lane, Runwell, Wickford, Essex SS11",1,1,1,
292,"£290,000","Carlyle Gardens, Wickford SS12",2,1,1,
293,"£275,000","Thackeray Row, Wickford SS12",3,,,
294,"£400,000","Sandown Road, Wickford SS11",4,,1,
295,"£400,000","Robertson Drive, Wickford, Essex SS12",3,2,1,
296,"£185,000","Fletcher Drive, Wickford, Essex SS12",2,1,1,
297,"£171,500","Bruce Grove, Wickford, Essex SS11",3,1,1,
298,"£280,000","Fletcher Drive, Wickford, Essex SS12",2,1,1,
299,"£260,000","Bruce Grove, Wickford, Essex SS11",3,1,1,
300,"£315,000","Mersea Crescent, Wickford SS12",2,1,1,
301,"£285,000","Arran Court, Wickford SS12",2,1,1,
302,"£360,000","Crawford Chase, Wickford SS12",3,2,2,
303,"£699,995","Fieldway, Wickford SS12",3,2,1,
304,"£315,000","Sinclair Walk, Wickford SS12",2,,1,
305,"£425,000","Lilac Avenue, Wickford SS12",2,2,1,
306,"£325,000","Roding Way, Wickford SS12",3,1,2,
307,"£550,000","Louvaine Avenue, Wickford SS12",3,,1,
308,"£335,000","Fourth Avenue, Wickford SS11",2,1,2,
309,"£725,000","Church End Lane, Runwell, Wickford SS11",5,3,3,
310,"£575,000","Saxon Close, Runwell, Wickford SS11",4,3,2,
311,"£235,000","Bridge House Close, Wickford SS12",2,1,1,
312,"£320,000","Thorpe Close, Wickford SS12",2,1,1,
313,"£220,000","Wickford, Essex, . SS11",2,,2,
314,"£275,000","Haslemere Road, Wickford SS11",2,,1,
315,"£400,000","Victoria Crescent, Wickford SS12",3,2,2,
316,"£395,000","Charlotte Avenue, Wickford SS12",3,,1,
317,"£385,000","Woodberry Road, Wickford SS11",3,,,
318,"£600,000","Roxwell Crescent, Wickford SS12",4,3,3,
319,"£450,000","Rochford Close, Wickford SS11",4,2,3,
320,"£400,000","Saxon Close, Runwell, Wickford SS11",4,,,
321,"£205,000","Southend Road, Wickford, Essex SS11",2,,,
322,"£271,000","Ozonia Way, Wickford, Essex SS12",4,2,1,
323,"£410,000","Ozonia Way, Wickford, Essex SS12",4,2,1,
324,"£280,000","Fletcher Drive, Wickford SS12",2,2,1,
325,"£375,000","Laurel Avenue, Wickford SS12",3,2,1,
326,"£530,000","London Road, Wickford SS12",4,,,
327,"£234,000","Lower Southend Road, Wickford SS11",3,1,1,
328,"£240,000","Doeshill Drive, Wickford SS12",1,,1,
329,"£285,000","Ogilvie Court, Wickford SS12",2,1,1,
330,"£550,000","Southend Road, Wickford, Wickford, Essex SS11",6,,3,
331,"£325,000","Crouchview Close, Wickford SS11",2,,1,
332,"£220,000","Sinclair Walk, Wickford SS12",1,1,1,
333,"£325,000","Penrith Crescent, Wickford, Wickford, Essex SS11",2,,1,
334,"£400,000","Highcliffe Road, Wickford, Essex SS11",3,1,1,
335,"£295,000","Lucerne Walk, Wickford SS11",2,1,1,
336,"£349,000","David Avenue, Wickford, Essex SS11",3,,,
337,"£550,000","Fanton Chase, Shotgate, Essex SS11",4,2,2,
338,"£280,000","Highcliffe Road, Wickford, Essex SS11",3,1,1,
339,"£190,000","Golden Jubilee Way, Wickford SS12",1,1,1,
340,"£320,000","Egbert Gardens, Runwell, Wickford SS11",2,1,1,
341,"£700,000","Mount Road, Wickford SS11",4,3,1,
342,"£535,000","Louvaine Avenue, Wickford SS12",3,2,2,
343,"£475,000","Blake Hall Drive, Wickford SS11",4,2,1,
344,"£380,000","Saxon Close, Runwell SS11",4,2,2,
345,"£475,000","Camomile Drive, Wickford SS11",4,4,3,
346,"£124,500","Church End Lane, Runwell, Wickford SS11",1,1,1,
347,"£220,000","Bakers Court, Hodgson Way, Wickford, Essex SS11",2,1,1,
348,"£300,000","Kingsley Meadows, Wickford SS12",2,1,2,
349,"£400,000","Church End Lane, Runwell, Wickford SS11",4,2,2,
350,"£340,000","Terence Webster Road, Wickford SS12",3,2,2,
351,"£450,000","The Hastings, Wickford SS11",4,2,1,
352,"£280,000","Kingsley Meadows, Wickford SS12",2,1,1,
353,"£390,000","Glebe Road, Wickford SS11",3,,1,
354,"£325,000","Church End Lane, Runwell, Wickford SS11",2,,1,
355,"£500,000","Church End Lane, Runwell, Wickford SS11",4,,1,
356,"£369,500","Oak Crescent, Wickford SS11",3,,2,
357,"£400,000","Kingley Drive, Wickford SS12",4,2,1,
358,"£290,000","Shotgate, Wickford, Essex SS11",2,1,1,
359,"£315,000","Doeshill Drive, Wickford SS12",2,,,
360,"£300,000","Horkesley Way, Wickford SS12",2,1,1,
361,"£165,500","Station Avenue, Wickford, Essex SS11",2,1,1,
362,"£297,500","Ethelred Gardens, Wickford, Essex SS11",3,2,3,
363,"£250,000","Station Avenue, Wickford, Essex SS11",2,1,1,
364,"£450,000","Ethelred Gardens, Wickford, Essex SS11",3,2,3,
365,"£300,000","Hill Avenue, Wickford SS11",2,2,1,
366,"£585,000","31 Castledon Road, Wickford SS12",4,3,2,
367,"£152,500","Barbour Green, Wickford, Essex SS12",2,1,1,
368,"£230,000","Barbour Green, Wickford, Essex SS12",2,1,1,
369,"£325,000","Roxwell Crescent, Wickford SS12",2,1,2,
370,"£500,000","Viking Way, Runwell, Wickford SS11",4,3,2,
371,"£375,000","Viking Way, Runwell SS11",4,3,3,
372,"£290,000","Berens Close, Wickford, Essex SS11",3,1,1,
373,"£192,000","Berens Close, Wickford, Essex SS11",3,1,1,
374,"£500,000","Brooklands, Wickford SS12",4,2,1,
375,"£205,000","Swan Lane, Wickford SS11",2,1,1,
376,"£300,000","Macgregor Drive, Wickford, Essex SS12",2,1,1,
377,"£198,500","Macgregor Drive, Wickford, Essex SS12",2,1,1,
378,"£400,000","Rectory Grove, Wickford SS11",3,,2,
379,"£250,000","The Wave, Wickford SS12",2,1,1,
380,"£380,000","Cranfield Park Road, Wickford, Essex SS12",3,,,
381,"£270,000","Maitland Road, Wickford SS12",2,1,1,
382,"£400,000","Tudor Way, Wickford SS12",4,,2,
383,"£350,000","Swan Lane, Runwell, Wickford SS11",3,1,1,
384,"£425,000","Wallace Drive, Wickford SS12",3,,2,
385,"£400,000","Tudor Way, Wickford SS12",4,2,1,
386,"£535,000","The Chase, Wickford SS12",5,3,2,
387,"£290,000","Stanmore Road, Wickford SS11",2,2,1,
388,"£190,000","Station Avenue, Wickford SS11",1,,1,
389,"£465,000","Beauchamps Drive, Wickford SS11",4,2,3,
390,"£85,750","Church End Lane, Runwell, Wickford, Essex SS11",1,1,1,
391,"£130,000","Church End Lane, Runwell, Wickford, Essex SS11",1,1,1,
392,"£290,000","Carlyle Gardens, Wickford SS12",2,1,1,
393,"£275,000","Thackeray Row, Wickford SS12",3,,,
394,"£400,000","Sandown Road, Wickford SS11",4,,1,
395,"£400,000","Robertson Drive, Wickford, Essex SS12",3,2,1,
396,"£185,000","Fletcher Drive, Wickford, Essex SS12",2,1,1,
397,"£171,500","Bruce Grove, Wickford, Essex SS11",3,1,1,
398,"£280,000","Fletcher Drive, Wickford, Essex SS12",2,1,1,
399,"£260,000","Bruce Grove, Wickford, Essex SS11",3,1,1,
400,"£315,000","Mersea Crescent, Wickford SS12",2,1,1,
401,"£285,000","Arran Court, Wickford SS12",2,1,1,
402,"£360,000","Crawford Chase, Wickford SS12",3,2,2,
403,"£699,995","Fieldway, Wickford SS12",3,2,1,
404,"£315,000","Sinclair Walk, Wickford SS12",2,,1,
405,"£425,000","Lilac Avenue, Wickford SS12",2,2,1,
406,"£325,000","Roding Way, Wickford SS12",3,1,2,
407,"£550,000","Louvaine Avenue, Wickford SS12",3,,1,
408,"£335,000","Fourth Avenue, Wickford SS11",2,1,2,
409,"£725,000","Church End Lane, Runwell, Wickford SS11",5,3,3,
410,"£575,000","Saxon Close, Runwell, Wickford SS11",4,3,2,
411,"£235,000","Bridge House Close, Wickford SS12",2,1,1,
412,"£320,000","Thorpe Close, Wickford SS12",2,1,1,
413,"£220,000","Wickford, Essex, . SS11",2,,2,
414,"£275,000","Haslemere Road, Wickford SS11",2,,1,
415,"£400,000","Victoria Crescent, Wickford SS12",3,2,2,
416,"£395,000","Charlotte Avenue, Wickford SS12",3,,1,
417,"£385,000","Woodberry Road, Wickford SS11",3,,,
418,"£600,000","Roxwell Crescent, Wickford SS12",4,3,3,
419,"£450,000","Rochford Close, Wickford SS11",4,2,3,
420,"£400,000","Saxon Close, Runwell, Wickford SS11",4,,,
421,"£205,000","Southend Road, Wickford, Essex SS11",2,,,
422,"£271,000","Ozonia Way, Wickford, Essex SS12",4,2,1,
423,"£410,000","Ozonia Way, Wickford, Essex SS12",4,2,1,
424,"£280,000","Fletcher Drive, Wickford SS12",2,2,1,
425,"£375,000","Laurel Avenue, Wickford SS12",3,2,1,
426,"£530,000","London Road, Wickford SS12",4,,,
427,"£234,000","Lower Southend Road, Wickford SS11",3,1,1,
428,"£240,000","Doeshill Drive, Wickford SS12",1,,1,
429,"£285,000","Ogilvie Court, Wickford SS12",2,1,1,
